customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5005-['F' 'V' 'Y' 'R' 'Q'],Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.29,6298.7,No
7716-['L' 'F' 'Z' 'H' 'S'],Male,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),71.97,2161.01,No
4451-['J' 'A' 'Y' 'M' 'Q'],Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.54,2869.19,No
9333-['C' 'P' 'M' 'T' 'X'],Female,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.81,1386.38,No
6808-['M' 'F' 'Q' 'N' 'Q'],Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,85.64,4364.29,Yes
2159-['K' 'T' 'A' 'Z' 'G'],Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,67.37,605.48,Yes
1340-['U' 'Q' 'J' 'K' 'V'],Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,99.75,3992.86,Yes
7376-['I' 'X' 'E' 'Q' 'I'],Female,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,92.51,184.15,Yes
1855-['U' 'S' 'G' 'W' 'I'],Female,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),17.22,1000.73,Yes
6670-['M' 'K' 'N' 'S' 'K'],Female,0,No,Yes,51,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,77.79,3967.36,Yes
2356-['N' 'M' 'A' 'H' 'L'],Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,67.83,2235.8,No
9210-['L' 'H' 'H' 'U' 'M'],Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.33,1362.8,No
7588-['P' 'A' 'M' 'Z' 'G'],Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,88.46,2384.26,No
1987-['Z' 'E' 'H' 'Y' 'N'],Female,1,No,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,66.59,799.33,No
4741-['M' 'O' 'W' 'Q' 'O'],Female,0,No,Yes,68,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,65.97,4483.05,No
2875-['R' 'R' 'B' 'D' 'A'],Male,0,No,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.65,3998.57,No
9611-['R' 'E' 'S' 'O' 'H'],Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.65,5559.03,Yes
4808-['L' 'Z' 'S' 'O' 'I'],Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.94,1825.46,No
6889-['I' 'J' 'B' 'S' 'K'],Female,1,Yes,Yes,70,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,83.54,5849.87,No
5658-['V' 'I' 'Y' 'G' 'C'],Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,87.97,2025.76,Yes
4155-['F' 'U' 'B' 'F' 'C'],Male,0,Yes,Yes,62,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.58,4564.24,No
7031-['H' 'B' 'Q' 'I' 'L'],Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,5702.1,No
3466-['K' 'A' 'W' 'M' 'O'],Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,87.76,1932.04,No
6476-['U' 'Q' 'Y' 'W' 'X'],Female,1,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.72,2457.65,No
6624-['F' 'U' 'V' 'K' 'R'],Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.12,1717.3,No
7563-['C' 'M' 'W' 'I' 'U'],Female,1,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.17,462.86,Yes
4259-['L' 'B' 'C' 'C' 'L'],Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.89,1813.42,Yes
7990-['I' 'W' 'H' 'K' 'P'],Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.75,1595.93,Yes
2141-['D' 'A' 'X' 'G' 'B'],Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.0,592.06,No
7583-['E' 'G' 'D' 'E' 'X'],Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.3,6747.93,Yes
5928-['A' 'O' 'T' 'S' 'J'],Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.24,2145.12,No
8611-['R' 'C' 'K' 'O' 'K'],Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,87.28,4449.16,Yes
2829-['E' 'H' 'B' 'P' 'T'],Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,72.16,217.74,No
2054-['D' 'Q' 'M' 'R' 'E'],Male,0,No,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,77.78,2563.05,No
8069-['X' 'X' 'C' 'K' 'M'],Female,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,83.66,5692.7,No
8939-['Z' 'N' 'V' 'K' 'J'],Male,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.08,581.85,Yes
3309-['O' 'U' 'J' 'E' 'Z'],Male,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.34,5124.64,No
3172-['E' 'J' 'E' 'C' 'W'],Female,0,No,Yes,37,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.06,2480.8,No
7789-['D' 'R' 'I' 'Q' 'M'],Female,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.92,702.33,No
5154-['O' 'T' 'Q' 'M' 'P'],Male,0,No,No,0,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),52.2, ,Yes
4236-['I' 'Q' 'M' 'B' 'M'],Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.48,292.75,Yes
5916-['W' 'S' 'C' 'J' 'B'],Female,0,Yes,Yes,38,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.88,2503.43,No
2439-['M' 'S' 'Z' 'Q' 'U'],Male,0,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.97,1166.43,Yes
1382-['L' 'U' 'L' 'K' 'G'],Female,0,No,Yes,32,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.58,1939.23,Yes
5931-['S' 'A' 'X' 'C' 'M'],Female,0,No,No,32,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),62.58,2003.44,No
7652-['Q' 'C' 'R' 'H' 'V'],Male,1,No,Yes,71,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.67,3879.88,Yes
7905-['S' 'E' 'G' 'U' 'H'],Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,90.9,1726.72,No
2307-['E' 'Q' 'E' 'D' 'V'],Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.78,427.48,Yes
4730-['U' 'B' 'K' 'V' 'M'],Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.44,567.37,Yes
4630-['L' 'V' 'U' 'V' 'K'],Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,103.83,4570.48,No
1475-['E' 'Q' 'X' 'T' 'I'],Male,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,87.27,5328.0,No
1557-['Z' 'L' 'F' 'Q' 'S'],Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.76,927.43,No
5761-['P' 'L' 'L' 'T' 'F'],Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.83,1182.59,Yes
8166-['W' 'Z' 'D' 'F' 'K'],Female,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.71,338.88,Yes
9125-['X' 'W' 'O' 'K' 'Y'],Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.65,1830.46,No
7642-['R' 'Q' 'S' 'U' 'N'],Female,0,No,No,72,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),67.31,4848.27,No
4802-['R' 'S' 'O' 'O' 'D'],Male,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,72.47,140.65,No
1364-['C' 'P' 'I' 'H' 'T'],Female,0,No,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.3,640.25,No
8084-['Q' 'Q' 'Q' 'A' 'H'],Female,1,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,105.82,5292.68,No
8742-['F' 'C' 'E' 'M' 'O'],Female,0,No,No,15,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,71.3,1067.6,No
8661-['W' 'P' 'R' 'V' 'V'],Male,0,Yes,Yes,2,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.1,117.7,No
5778-['C' 'V' 'J' 'J' 'U'],Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,68.35,1575.37,No
2999-['L' 'B' 'I' 'X' 'C'],Female,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,78.76,5668.82,Yes
1695-['Y' 'O' 'C' 'S' 'R'],Female,1,No,Yes,12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.14,573.31,No
3841-['Q' 'H' 'G' 'G' 'C'],Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),76.74,76.74,No
2088-['D' 'Y' 'E' 'A' 'O'],Male,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,87.34,6111.32,Yes
6668-['M' 'H' 'H' 'E' 'I'],Male,1,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.04,1757.58,Yes
9448-['D' 'C' 'B' 'H' 'W'],Female,1,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.54,1722.46,No
5897-['N' 'N' 'D' 'F' 'K'],Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.14,1384.66,No
4426-['H' 'C' 'N' 'M' 'M'],Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),94.29,1983.14,Yes
6409-['M' 'S' 'F' 'P' 'B'],Male,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,90.66,2897.86,No
6776-['W' 'B' 'J' 'P' 'F'],Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,71.61,2219.84,No
8355-['B' 'B' 'Z' 'M' 'X'],Female,0,No,Yes,63,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,75.75,4774.13,Yes
3555-['B' 'G' 'C' 'H' 'W'],Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.6,3368.32,Yes
5727-['W' 'V' 'G' 'U' 'G'],Male,0,No,Yes,71,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.78,3819.39,No
3368-['Q' 'I' 'U' 'M' 'U'],Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.19,3456.04,Yes
8570-['U' 'S' 'Y' 'Y' 'V'],Male,0,No,Yes,8,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.77,643.45,Yes
1182-['W' 'J' 'J' 'D' 'H'],Female,0,No,Yes,24,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.4,1761.54,No
2589-['T' 'T' 'R' 'N' 'R'],Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.85,34.69,Yes
7555-['N' 'T' 'U' 'X' 'O'],Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.73,530.92,No
7846-['D' 'M' 'W' 'H' 'R'],Female,0,No,No,19,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),83.32,1578.64,No
7046-['N' 'B' 'R' 'X' 'B'],Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),90.73,6257.7,No
8016-['L' 'Q' 'O' 'Y' 'Q'],Female,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.81,1198.29,No
8161-['Z' 'R' 'V' 'F' 'Q'],Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,71.7,4801.5,No
7056-['F' 'E' 'L' 'Y' 'K'],Female,0,No,Yes,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),67.13,131.16,Yes
5728-['A' 'K' 'S' 'I' 'B'],Male,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,64.3,3214.59,No
5523-['D' 'D' 'R' 'O' 'S'],Male,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.41,1761.39,No
3224-['F' 'P' 'X' 'L' 'S'],Male,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,101.75,5593.74,No
9662-['Z' 'A' 'Y' 'X' 'W'],Male,0,Yes,No,63,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.42,4182.47,Yes
7318-['W' 'U' 'U' 'K' 'M'],Male,0,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.41,158.01,No
4607-['L' 'K' 'Q' 'D' 'O'],Female,1,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,96.42,3475.58,No
5888-['I' 'U' 'T' 'S' 'S'],Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.74,774.99,No
2316-['J' 'Q' 'E' 'V' 'P'],Male,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),83.11,3659.67,No
3587-['I' 'C' 'O' 'P' 'R'],Male,1,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.23,86.36,Yes
8935-['N' 'C' 'L' 'I' 'G'],Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,88.13,3170.4,Yes
5072-['M' 'R' 'E' 'M' 'D'],Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.32,5971.94,Yes
5424-['F' 'K' 'V' 'X' 'V'],Female,0,No,Yes,32,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),76.29,2444.35,No
3016-['D' 'M' 'W' 'M' 'M'],Female,1,Yes,Yes,30,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.26,2137.36,Yes
9353-['I' 'X' 'H' 'G' 'D'],Male,0,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.97,1189.85,No
8170-['F' 'L' 'L' 'U' 'H'],Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,91.63,1012.82,Yes
2461-['A' 'D' 'U' 'K' 'C'],Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.42,1049.92,Yes
2548-['Y' 'Q' 'V' 'V' 'J'],Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.99,5390.74,Yes
7708-['L' 'O' 'U' 'J' 'N'],Female,0,No,Yes,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.52,1934.62,No
4748-['F' 'X' 'B' 'V' 'Q'],Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,104.67,5860.36,No
8011-['N' 'J' 'C' 'Y' 'C'],Male,0,No,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.87,2766.5,No
3158-['F' 'Q' 'L' 'V' 'T'],Female,0,No,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.44,4926.67,No
8703-['K' 'Y' 'D' 'Z' 'Z'],Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.14,501.75,Yes
4923-['W' 'P' 'O' 'Q' 'H'],Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.06,1706.46,No
3745-['L' 'V' 'U' 'J' 'O'],Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,91.28,1183.49,No
3792-['B' 'E' 'F' 'G' 'U'],Female,0,No,Yes,32,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.91,2593.44,No
9224-['W' 'Z' 'G' 'T' 'Y'],Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,101.25,912.94,Yes
4709-['L' 'P' 'P' 'K' 'U'],Female,0,Yes,Yes,63,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,58.63,3697.81,No
5579-['M' 'G' 'D' 'O' 'S'],Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,76.1,4799.02,No
5552-['K' 'H' 'A' 'W' 'Y'],Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.88,2005.65,Yes
9835-['H' 'C' 'I' 'B' 'B'],Male,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),81.06,5428.36,No
4276-['O' 'W' 'L' 'Z' 'D'],Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.96,1213.26,No
6223-['I' 'W' 'E' 'X' 'T'],Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.25,1751.73,No
7683-['V' 'I' 'Q' 'Z' 'L'],Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.02,1431.11,No
1025-['Y' 'J' 'M' 'S' 'K'],Female,1,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.13,483.74,No
9652-['U' 'H' 'H' 'D' 'O'],Female,1,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.02,1275.91,No
8006-['K' 'K' 'A' 'Q' 'O'],Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.19,1832.07,Yes
7707-['F' 'X' 'V' 'Y' 'O'],Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),85.26,683.5,Yes
9350-['I' 'N' 'R' 'Z' 'Q'],Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,84.57,678.21,Yes
8763-['T' 'I' 'K' 'X' 'V'],Female,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.57,6087.76,No
2696-['R' 'F' 'B' 'O' 'Z'],Female,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,70.72,1841.78,No
7420-['N' 'E' 'F' 'F' 'V'],Female,1,Yes,Yes,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.91,1086.9,Yes
7589-['R' 'N' 'J' 'N' 'M'],Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.53,1265.84,No
2757-['C' 'F' 'H' 'L' 'M'],Female,1,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.7,1441.77,No
9811-['A' 'Q' 'P' 'K' 'M'],Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,95.21,671.0,No
5958-['L' 'F' 'I' 'P' 'D'],Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.48,1652.76,Yes
3743-['Z' 'Y' 'L' 'K' 'E'],Male,0,No,Yes,32,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,81.86,2618.43,No
8186-['W' 'W' 'F' 'V' 'R'],Female,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.5, ,No
1619-['S' 'B' 'Q' 'K' 'K'],Male,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),65.04,325.08,No
9436-['P' 'B' 'B' 'W' 'H'],Female,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,75.78,3027.66,Yes
4212-['J' 'H' 'D' 'O' 'A'],Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.23,3904.1,Yes
8594-['G' 'Q' 'T' 'X' 'R'],Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.15,114.44,No
6973-['V' 'L' 'I' 'E' 'J'],Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.76,1786.91,No
4619-['E' 'J' 'K' 'U' 'X'],Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),95.95,1632.86,No
3217-['H' 'B' 'W' 'H' 'P'],Male,0,No,No,48,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,63.24,3036.5,No
6722-['V' 'E' 'Y' 'C' 'L'],Female,0,No,No,64,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.95,5177.72,Yes
2676-['M' 'J' 'D' 'I' 'V'],Male,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.52,4582.77,No
8927-['W' 'B' 'S' 'A' 'Y'],Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.77,6041.67,No
5422-['Q' 'C' 'T' 'T' 'U'],Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,76.78,534.87,Yes
8778-['Q' 'G' 'Z' 'N' 'Q'],Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,82.99,164.43,Yes
5369-['M' 'T' 'T' 'U' 'R'],Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.02,2043.81,Yes
